Synonym	Start	Stop	Strand	Name	Synonym	Product	CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15	CS16	CS17	CS18	CS19	CS20	CS21	CS22	CS23	CS24	CS25	CS26	Entry	Entry name	Protein names	Gene names	Pathway	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Cross-reference (GeneID)	EC number	Cross-reference (STRING)	Cross-reference (KEGG)	Cross-reference (UniPathway)
b0597	629300	629713	+	entH	b0597	enterobactin synthesis proofreading thioesterase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	76	0	0	0	0	62	0	0	0	0	0	P0A8Y8	ENTH_ECOLI	Proofreading thioesterase EntH (EC 3.1.2.-) (Enterobactin synthase component H) (p15)	entH ybdB b0597 JW0589	PATHWAY: Siderophore biosynthesis; enterobactin biosynthesis. {ECO:0000255|HAMAP-Rule:MF_00907, ECO:0000269|PubMed:17675380}.	enterobactin biosynthetic process [GO:0009239]	cytosol [GO:0005829]	1,4-dihydroxy-2-naphthoyl-CoA thioesterase activity [GO:0061522]; CoA hydrolase activity [GO:0016289]; hydrolase activity, acting on ester bonds [GO:0016788]; identical protein binding [GO:0042802]; thiolester hydrolase activity [GO:0016790]	52075916;945215;	3.1.2.-	511145.b0597;	ecj:JW0589;eco:b0597;	UPA00017
b0598	629894	631999	+	cstA	b0598	carbon starvation protein involved in peptide utilization; APC peptide transporter family protein	30	15	0	10	131	88	75	0	227	90	36	35	16	56	111	0	0	0	34	0	0	0	0	0	30	0	P15078	CSTA_ECOLI	Peptide transporter CstA (Carbon starvation protein A)	cstA ybdC b0598 JW0590		cellular response to nutrient levels [GO:0031669]; cellular response to starvation [GO:0009267]; protein transport [GO:0015031]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]		945213;		511145.b0598;	ecj:JW0590;eco:b0598;	
b0599	633477	632389	-	ybdH	b0599	putative oxidoreductase	0	0	0	27	0	0	0	0	3	13	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	P45579	HCXA_ECOLI	Hydroxycarboxylate dehydrogenase A (EC 1.1.1.-) (2-oxobutanoate reductase) (2-oxoglutarate reductase)	hcxA ybdH b0599 JW0592				2-hydroxyglutarate dehydrogenase activity [GO:0047545]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	945212;	1.1.1.-	511145.b0599;	ecj:JW0592;eco:b0599;	
b0600	633586	634746	+	ybdL	b0600	methionine aminotransferase, PLP-dependent	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	P77806	YBDL_ECOLI	Methionine aminotransferase (EC 2.6.1.88) (Methionine-oxo-acid transaminase)	ybdL b0600 JW0593		biosynthetic process [GO:0009058]	cytoplasm [GO:0005737]	kynurenine-oxoglutarate transaminase activity [GO:0016212]; methionine-oxo-acid transaminase activity [GO:0010326]; pyridoxal phosphate binding [GO:0030170]	945211;	2.6.1.88	511145.b0600;	ecj:JW0593;eco:b0600;	
b0601	635376	634747	-	ybdM	b0601	Spo0J family protein, ParB-like nuclease domain	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	P77174	YBDM_ECOLI	Uncharacterized protein YbdM	ybdM b0601 JW0594				transcription regulatory region sequence-specific DNA binding [GO:0000976]	945206;		511145.b0601;	ecj:JW0594;eco:b0601;	
b0602	636569	635349	-	ybdN	b0602	PAPS reductase-like domain protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	P77216	YBDN_ECOLI	Uncharacterized protein YbdN	ybdN b0602 JW0595				catalytic activity [GO:0003824]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	945205;		511145.b0602;	ecj:JW0595;eco:b0602;	
b0603	637618	636716	-	ybdO	b0603	putative DNA-binding transcriptional regulator	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P77746	YBDO_ECOLI	Uncharacterized HTH-type transcriptional regulator YbdO	ybdO b0603 JW0596		regulation of transcription, DNA-templated [GO:0006355]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	945216;		511145.b0603;	ecj:JW0596;eco:b0603;	
b0604	638573	637827	-	dsbG	b0604	thiol:disulfide interchange protein, periplasmic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	P77202	DSBG_ECOLI	Thiol:disulfide interchange protein DsbG	dsbG ybdP b0604 JW0597		chaperone-mediated protein folding [GO:0061077]	outer membrane-bounded periplasmic space [GO:0030288]	protein disulfide isomerase activity [GO:0003756]	945224;		511145.b0604;	ecj:JW0597;eco:b0604;	
b0605	638945	639508	+	ahpC	b0605	alkyl hydroperoxide reductase, C22 subunit	58	299	146	0	0	67	48	110	16	16	53	64	216	108	80	35	0	0	68	0	38	124	88	0	0	227	P0AE08	AHPC_ECOLI	Alkyl hydroperoxide reductase C (EC 1.11.1.26) (Alkyl hydroperoxide reductase protein C22) (Peroxiredoxin) (SCRP-23) (Sulfate starvation-induced protein 8) (SSI8) (Thioredoxin peroxidase)	ahpC b0605 JW0598		cell redox homeostasis [GO:0045454]; cellular response to sulfate starvation [GO:0009970]; response to alkyl hydroperoxide [GO:0033195]; response to hydroperoxide [GO:0033194]; response to oxidative stress [GO:0006979]; siderophore biosynthetic process [GO:0019290]	alkyl hydroperoxide reductase complex [GO:0009321]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]	alkylhydroperoxide reductase activity [GO:0102039]; hydroperoxide reductase activity [GO:0032843]; identical protein binding [GO:0042802]; oxidoreductase activity, acting on peroxide as acceptor [GO:0016684]; peroxidase activity [GO:0004601]; thioredoxin peroxidase activity [GO:0008379]	49585628;945225;	1.11.1.26	511145.b0605;	ecj:JW0598;eco:b0605;	
b0606	639753	641318	+	ahpF	b0606	alkyl hydroperoxide reductase, F52a subunit, FAD/NAD(P)-binding	97	120	30	25	94	40	15	53	40	60	65	61	121	46	24	44	72	0	8	7	38	0	0	0	54	0	P35340	AHPF_ECOLI	Alkyl hydroperoxide reductase subunit F (EC 1.8.1.-) (Alkyl hydroperoxide reductase F52A protein)	ahpF b0606 JW0599		response to reactive oxygen species [GO:0000302]	alkyl hydroperoxide reductase complex [GO:0009321]; cytosol [GO:0005829]	alkyl hydroperoxide reductase activity [GO:0008785]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; NAD binding [GO:0051287]; protein disulfide oxidoreductase activity [GO:0015035]	49585627;947540;	1.8.1.-	511145.b0606;	ecj:JW0599;eco:b0606;	
b0607	641867	641439	-	uspG	b0607	universal stress protein UP12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	P39177	USPG_ECOLI	Universal stress protein UP12 (Universal stress protein G)	uspG ybdQ yzzU b0607 JW0600		protein adenylylation [GO:0018117]; protein autophosphorylation [GO:0046777]; regulation of cell motility [GO:2000145]	cytoplasm [GO:0005737]	adenylate kinase activity [GO:0004017]	945229;		511145.b0607;	ecj:JW0600;eco:b0607;	
b0608	642088	643326	+	ybdR	b0608	putative Zn-dependent NAD(P)-binding oxidoreductase	0	35	24	0	0	0	37	0	0	0	0	0	29	0	0	0	0	0	0	0	28	0	0	0	0	0	P77316	YBDR_ECOLI	Uncharacterized zinc-type alcohol dehydrogenase-like protein YbdR (EC 1.-.-.-)	ybdR b0608 JW0601				oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	949067;	1.-.-.-	511145.b0608;	ecj:JW0601;eco:b0608;	
b0610	643967	643557	-	rnk	b0610	regulator of nucleoside diphosphate kinase	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0AFW4	RNK_ECOLI	Regulator of nucleoside diphosphate kinase	rnk b0610 JW0602		DNA-templated transcription, elongation [GO:0006354]; regulation of DNA-templated transcription, elongation [GO:0032784]		DNA binding [GO:0003677]; RNA polymerase binding [GO:0070063]	49585625;947546;		511145.b0610;	ecj:JW0602;eco:b0610;	
b0611	645003	644197	-	rna	b0611	ribonuclease I	0	0	0	0	62	0	0	0	0	0	31	0	0	0	0	0	0	0	17	0	67	0	0	0	0	0	P21338	RNI_ECOLI	Ribonuclease I (RNase I) (EC 4.6.1.21) (Enterobacter ribonuclease)	rna rnsA b0611 JW0603		RNA catabolic process [GO:0006401]	cytoplasm [GO:0005737]; outer membrane-bounded periplasmic space [GO:0030288]	Enterobacter ribonuclease activity [GO:0008847]; lyase activity [GO:0016829]; ribonuclease T2 activity [GO:0033897]; RNA binding [GO:0003723]	949065;	4.6.1.21	511145.b0611;	ecj:JW0603;eco:b0611;	
b0612	646580	645117	-	citT	b0612	citrate:succinate antiporter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	44	14	0	0	0	0	P0AE74	CITT_ECOLI	Citrate/succinate antiporter (Citrate carrier) (Citrate transporter)	citT ybdS b0612 JW0604			integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	antiporter activity [GO:0015297]	949070;		511145.b0612;	ecj:JW0604;eco:b0612;	
b0613	647509	646631	-	citG	b0613	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	P77231	CITG_ECOLI	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase (2-(5''-triphosphoribosyl)-3'-dephospho-CoA synthase) (EC 2.4.2.52)	citG ybdT b0613 JW0605		phosphorylation [GO:0016310]; prosthetic group biosynthetic process [GO:0051191]		ATP binding [GO:0005524]; triphosphoribosyl-dephospho-CoA synthase activity [GO:0046917]	946395;	2.4.2.52	511145.b0613;	ecj:JW0605;eco:b0613;	
b0614	648035	647484	-	citX	b0614	apo-citrate lyase phosphoribosyl-dephospho-CoA transferase	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P0A6G5	CITX_ECOLI	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase (EC 2.7.7.61) (Apo-ACP nucleodityltransferase) (Holo-ACP synthase) (Holo-citrate lyase synthase)	citX ybdU b0614 JW0606		prosthetic group biosynthetic process [GO:0051191]; protein-phosphoribosyl dephospho-coenzyme A linkage [GO:0018247]		holo-citrate lyase synthase activity [GO:0050519]	949084;	2.7.7.61	511145.b0614;	ecj:JW0606;eco:b0614;	
b0615	649571	648039	-	citF	b0615	citrate lyase, citrate-ACP transferase (alpha) subunit	0	0	0	0	28	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P75726	CILA_ECOLI	Citrate lyase alpha chain (Citrase alpha chain) (EC 4.1.3.6) (Citrate (pro-3S)-lyase alpha chain) (Citrate CoA-transferase subunit) (EC 2.8.3.10)	citF ybdV b0615 JW5087		acetyl-CoA metabolic process [GO:0006084]	citrate lyase complex [GO:0009346]	citrate (pro-3S)-lyase activity [GO:0008815]; citrate CoA-transferase activity [GO:0008814]	945230;	4.1.3.6; 2.8.3.10	511145.b0615;	ecj:JW5087;eco:b0615;	
b0616	650490	649582	-	citE	b0616	citrate lyase, citryl-ACP lyase (beta) subunit	0	0	0	0	0	80	0	0	0	0	0	16	0	0	0	0	0	39	0	0	0	0	0	0	0	0	P0A9I1	CITE_ECOLI	Citrate lyase subunit beta (Citrase beta chain) (EC 4.1.3.6) (Citrate (pro-3S)-lyase subunit beta) (Citryl-CoA lyase subunit) (EC 4.1.3.34)	citE ybdW b0616 JW0608		acetyl-CoA metabolic process [GO:0006084]; oxaloacetate metabolic process [GO:0006107]	citrate lyase complex [GO:0009346]	citrate (pro-3S)-lyase activity [GO:0008815]; citryl-CoA lyase activity [GO:0008816]; magnesium ion binding [GO:0000287]	52075934;945406;	4.1.3.6; 4.1.3.34	511145.b0616;	ecj:JW0608;eco:b0616;	
b0617	650783	650487	-	citD	b0617	citrate lyase, acyl carrier (gamma) subunit	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P69330	CITD_ECOLI	Citrate lyase acyl carrier protein (Citrate lyase gamma chain)	citD ybdX b0617 JW0609			cytoplasm [GO:0005737]	prosthetic group binding [GO:0051192]	52075935;945415;		511145.b0617;	ecj:JW0609;eco:b0617;	
b0618	651856	650798	-	citC	b0618	[citrate [pro-3S]-lyase] ligase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P77390	CITC_ECOLI	[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22) (Acetate:SH-citrate lyase ligase) (Citrate lyase synthetase)	citC ybeO b0618 JW0610		biosynthetic process [GO:0009058]; cellular protein modification process [GO:0006464]		[citrate (pro-3S)-lyase] ligase activity [GO:0008771]; ATP binding [GO:0005524]; N-acetyltransferase activity [GO:0008080]	49585617;945231;	6.2.1.22	511145.b0618;	ecj:JW0610;eco:b0618;	
b0619	652235	653893	+	citA	b0619	sensory histidine kinase in two-component regulatory system with CitB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	P77510	DPIB_ECOLI	Sensor histidine kinase DpiB (EC 2.7.13.3) (Sensor histidine kinase CitA)	dpiB citA mpdB ybeP b0619 JW0611		cellular response to organic substance [GO:0071310]; peptidyl-histidine phosphorylation [GO:0018106]; protein autophosphorylation [GO:0046777]; regulation of transcription, DNA-templated [GO:0006355]; signal transduction by protein phosphorylation [GO:0023014]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; histidine phosphotransfer kinase activity [GO:0009927]; phosphorelay sensor kinase activity [GO:0000155]; protein histidine kinase activity [GO:0004673]	945233;	2.7.13.3	511145.b0619;	ecj:JW0611;eco:b0619;	
b0620	653862	654542	+	citB	b0620	response regulator in two-component regulatory system with CitA	0	0	0	0	0	0	0	0	0	0	0	94	0	22	0	0	0	0	0	0	0	0	0	0	0	0	P0AEF4	DPIA_ECOLI	Transcriptional regulatory protein DpiA (Destabilizer of plasmid inheritance)	dpiA citB criR mpdA b0620 JW0612		phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]	cytoplasm [GO:0005737]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; phosphorelay response regulator activity [GO:0000156]	49585615;947008;		511145.b0620;	ecj:JW0612;eco:b0620;	
b0621	655968	654583	-	dcuC	b0621	anaerobic C4-dicarboxylate transport	0	0	0	0	0	0	0	0	0	0	20	138	0	68	0	0	0	0	0	0	0	0	0	0	0	50	P0ABP3	DCUC_ECOLI	Anaerobic C4-dicarboxylate transporter DcuC	dcuC b0621 JW0613/JW0616		C4-dicarboxylate transport [GO:0015740]; mixed acid fermentation [GO:0019664]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	succinate:fumarate antiporter activity [GO:0005469]	48106865;945000;		511145.b0621;	ecj:JW0613;ecj:JW0616;eco:b0621;	
b0622	656557	657117	+	pagP	b0622	phospholipid:lipid A palmitoyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	P37001	PAGP_ECOLI	Lipid A palmitoyltransferase PagP (EC 2.3.1.251) (Lipid A acylation protein)	pagP crcA ybeG b0622 JW0617		lipid A biosynthetic process [GO:0009245]	cell outer membrane [GO:0009279]	O-palmitoyltransferase activity [GO:0016416]	946360;	2.3.1.251	511145.b0622;	ecj:JW0617;eco:b0622;	
b0623	657292	657501	+	cspE	b0623	constitutive cold shock family transcription antitermination protein; negative regulator of cspA transcription; RNA melting protein; ssDNA-binding protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	P0A972	CSPE_ECOLI	Cold shock-like protein CspE (CSP-E)	cspE gicA msmC b0623 JW0618		negative regulation of DNA-templated transcription, termination [GO:0060567]; regulation of gene expression [GO:0010468]	cytosol [GO:0005829]	nucleic acid binding [GO:0003676]; poly(A) binding [GO:0008143]; RNA binding [GO:0003723]; single-stranded DNA binding [GO:0003697]; transcription antitermination factor activity, RNA binding [GO:0001072]	52075941;947024;		511145.b0623;	ecj:JW0618;eco:b0623;	
b0624	657938	657555	-	flc	b0624	fluoride efflux channel, dual topology membrane protein	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	P37002	CRCB_ECOLI	Putative fluoride ion transporter CrcB	crcB ybeI b0624 JW0619		cellular detoxification of fluoride [GO:0140114]; fluoride transmembrane transport [GO:1903424]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	anion channel activity [GO:0005253]; fluoride transmembrane transporter activity [GO:1903425]	945798;		511145.b0624;	ecj:JW0619;eco:b0624;	
b0627	658947	659150	+	tatE	b0627	TatABCE protein translocation system subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	P0A843	TATE_ECOLI	Sec-independent protein translocase protein TatE	tatE ybeC b0627 JW0622		protein transport by the Tat complex [GO:0043953]	integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; TAT protein transport complex [GO:0033281]	protein transmembrane transporter activity [GO:0008320]	52075944;945228;		511145.b0627;	ecj:JW0622;eco:b0627;	
b0628	660216	659251	-	lipA	b0628	lipoate synthase	0	0	0	0	45	49	0	0	0	0	0	0	17	0	40	19	0	0	0	0	52	0	90	0	0	151	P60716	LIPA_ECOLI	Lipoyl synthase (EC 2.8.1.8) (Lip-syn) (LS) (Lipoate synthase) (Lipoic acid synthase) (Sulfur insertion protein LipA)	lipA lip b0628 JW0623	PATHWAY: Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 2/2. {ECO:0000255|HAMAP-Rule:MF_00206, ECO:0000269|PubMed:15112987}.	lipoate biosynthetic process [GO:0009107]; protein lipoylation [GO:0009249]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	4 iron, 4 sulfur cluster binding [GO:0051539]; lipoate synthase activity [GO:0016992]; lipoyl synthase activity (acting on glycine-cleavage complex H protein [GO:0102552]; lipoyl synthase activity (acting on pyruvate dehydrogenase E2 protein) [GO:0102553]; metal ion binding [GO:0046872]	49585608;945227;	2.8.1.8	511145.b0628;	ecj:JW0623;eco:b0628;	UPA00538;UER00593
b0629	661378	660425	-	ybeF	b0629	LysR family putative transcriptional regulator	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	P30979	YBEF_ECOLI	Uncharacterized HTH-type transcriptional regulator YbeF	ybeF b0629 JW0624		regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	945219;		511145.b0629;	ecj:JW0624;eco:b0629;	
b0630	662278	661637	-	lipB	b0630	octanoyltransferase; octanoyl-[ACP]:protein N-octanoyltransferase	0	0	0	42	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	P60720	LIPB_ECOLI	Octanoyltransferase (EC 2.3.1.181) (Lipoate-protein ligase B) (Lipoyl/octanoyl transferase) (Octanoyl-[acyl-carrier-protein]-protein N-octanoyltransferase)	lipB b0630 JW5089	PATHWAY: Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 1/2. {ECO:0000255|HAMAP-Rule:MF_00013}.	cellular protein modification process [GO:0006464]; lipoate biosynthetic process [GO:0009107]; lipoate metabolic process [GO:0009106]; negative regulation of gene expression [GO:0010629]; protein lipoylation [GO:0009249]	cytoplasm [GO:0005737]	catalytic activity [GO:0003824]; lipoyl(octanoyl) transferase activity [GO:0033819]; octanoyltransferase activity [GO:0016415]; octanoyl transferase activity (acting on glycine-cleavage complex H protein) [GO:0102555]; transferase activity [GO:0016740]	49585607;945217;	2.3.1.181	511145.b0630;	ecj:JW5089;eco:b0630;	UPA00538;UER00592
b0631	662642	662379	-	ybeD	b0631	UPF0250 family protein	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	P0A8J4	YBED_ECOLI	UPF0250 protein YbeD	ybeD b0631 JW0626			cytosol [GO:0005829]		52075947;945220;		511145.b0631;	ecj:JW0626;eco:b0631;	
b0632	663963	662752	-	dacA	b0632	D-alanyl-D-alanine carboxypeptidase (penicillin-binding protein 5)	0	0	0	0	84	0	0	52	0	0	0	40	38	24	19	32	0	75	0	0	0	69	0	0	0	84	P0AEB2	DACA_ECOLI	D-alanyl-D-alanine carboxypeptidase DacA (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Beta-lactamase) (EC 3.5.2.6) (Penicillin-binding protein 5) (PBP-5)	dacA pfv b0632 JW0627	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis.	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; peptidoglycan metabolic process [GO:0000270]; regulation of cell shape [GO:0008360]	integral component of periplasmic side of plasma membrane [GO:1990914]; integral component of plasma membrane [GO:0005887]; outer membrane-bounded periplasmic space [GO:0030288]; plasma membrane [GO:0005886]	beta-lactamase activity [GO:0008800]; carboxypeptidase activity [GO:0004180]; endopeptidase activity [GO:0004175]; penicillin binding [GO:0008658]; serine-type D-Ala-D-Ala carboxypeptidase activity [GO:0009002]	49585605;945222;	3.4.16.4; 3.5.2.6	511145.b0632;	ecj:JW0627;eco:b0632;	UPA00219
b0633	665190	664102	-	rlpA	b0633	septal ring protein, suppressor of prc, minor lipoprotein	90	0	0	0	0	0	0	0	0	25	0	0	0	0	0	29	0	0	23	16	0	0	0	68	0	68	P10100	RLPA_ECOLI	Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-) (Rare lipoprotein A)	rlpA b0633 JW0628		cell wall organization [GO:0071555]; peptidoglycan metabolic process [GO:0000270]	cell outer membrane [GO:0009279]; plasma membrane [GO:0005886]	lyase activity [GO:0016829]; lytic endotransglycosylase activity [GO:0008932]; peptidoglycan binding [GO:0042834]	945241;	4.2.2.-	511145.b0633;	ecj:JW0628;eco:b0633;	
b0634	666313	665201	-	mrdB	b0634	cell wall shape-determining protein	41	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	P0ABG7	RODA_ECOLI	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.1.129) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase) (Rod shape-determining protein)	mrdB rodA b0634 JW0629	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000255|HAMAP-Rule:MF_02079, ECO:0000269|PubMed:27643381}.	cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid-linked peptidoglycan transport [GO:0015836]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell division site [GO:0032153]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	lipid-linked peptidoglycan transporter activity [GO:0015648]; peptidoglycan glycosyltransferase activity [GO:0008955]	48136627;945238;	2.4.1.129	511145.b0634;	ecj:JW0629;eco:b0634;	UPA00219
